"Metric","Detail1","Detail2","Detail3","Detail4","Data Date (MM/DD/YYYY)","GeographicLevel","GeographicName","Value_NUMBER","Units","MOST RECENT (1)","COVID Team","Source"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","Central",40,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","Metro",223,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","Northeast",25,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","Northwest",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","South Central",12,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","Southeast",17,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","Southwest",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","West Central",5,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-01,"State","Minnesota",5886,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","Central",594,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","Metro",3282,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","Northeast",527,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","Northwest",135,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","South Central",212,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","Southeast",939,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","Southwest",115,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","West Central",82,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-02,"State","Minnesota",906,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","Central",49,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","Metro",606,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","Northeast",81,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","Northwest",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","South Central",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","Southeast",145,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","Southwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","West Central",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-02,"State","Minnesota",111,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","Central",16,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","Metro",77,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","Northeast",4,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","Northwest",5,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","South Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","Southeast",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","Southwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-02,"State","Minnesota",348,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","Central",45,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","Metro",234,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","Northeast",26,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","Northwest",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","South Central",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","Southeast",18,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","Southwest",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-02,"Regional Health Care","West Central",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-02,"State","Minnesota",5745,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","Central",567,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","Metro",3189,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","Northeast",514,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","Northwest",121,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","South Central",204,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","Southeast",969,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","Southwest",109,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-02,"Regional Health Care","West Central",72,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-03,"State","Minnesota",893,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","Central",50,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","Metro",595,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","Northeast",72,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","Northwest",13,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","South Central",10,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","Southeast",145,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","Southwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","West Central",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-03,"State","Minnesota",118,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","Central",16,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","Metro",78,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","Northeast",10,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","Northwest",5,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","South Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","Southeast",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","Southwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-03,"State","Minnesota",346,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","Central",45,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","Metro",244,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","Northeast",20,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","Northwest",4,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","South Central",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","Southeast",11,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","Southwest",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-03,"Regional Health Care","West Central",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-03,"State","Minnesota",5467,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","Central",539,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","Metro",3056,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","Northeast",462,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","Northwest",112,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","South Central",192,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","Southeast",926,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","Southwest",98,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-04-03,"Regional Health Care","West Central",82,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-04,"State","Minnesota",853,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-04,"Regional Health Care","Central",47,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-04,"Regional Health Care","Metro",588,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-04,"Regional Health Care","Northeast",65,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-04,"Regional Health Care","Northwest",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-04,"Regional Health Care","South Central",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-04,"Regional Health Care","Southeast",135,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-04,"Regional Health Care","Southwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-04,"Regional Health Care","West Central",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-04,"State","Minnesota",112,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-04,"Regional Health Care","Central",21,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-04,"Regional Health Care","Metro",74,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-04,"Regional Health Care","Northeast",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-04,"Regional Health Care","Northwest",5,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-04,"Regional Health Care","South Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
